Type	Name
Protein	"p(HGNC:""SERPINB13"")"
Protein	"p(MGI:""Olfr631"")"
Protein	"p(HGNC:""APP"",frag(""17_42""))"
Protein	"p(MGI:""Grin3a"")"
Protein	"p(MGI:""Olfr426"")"
Protein	"p(HGNC:""THBS1"")"
Protein	"p(RGD:""Capn2"")"
Protein	"p(MGI:""Olfr196"")"
Protein	"p(RGD:""Ank1"")"
Protein	"p(MGI:""Ide"")"
Protein	"p(RGD:""Adrb2"")"
Protein	"p(MGI:""Olfr1362"")"
Protein	"p(HGNC:""ARC"")"
Protein	"p(HGNC:""PLCB4"")"
Protein	"p(HGNC:""OR9Q1"")"
Protein	"p(RGD:""Insl5"")"
Protein	"p(MGI:""Olfr1186"")"
Protein	"p(RGD:""Lrrc4"")"
Protein	"p(HGNC:""OR51M1"")"
Protein	"p(HGNC:""GRB10"",pmod(Ph))"
Protein	"p(RGD:""Ndufc2"")"
Protein	"p(RGD:""Iqgap1"")"
Protein	"p(HGNC:""BACE2"")"
Protein	"p(MGI:""Glul"")"
Protein	"p(HGNC:""OR1J1"")"
Protein	"p(HGNC:""MIR520H"")"
Protein	"p(MGI:""Ptgfr"")"
Protein	"p(MGI:""Nfya"")"
Protein	"p(RGD:""Sgk2"")"
Protein	"p(HGNC:""CTSS"")"
Protein	"p(HGNC:""MAPT"",pmod(Ac,K,369))"
Protein	"p(HGNC:""AK1"")"
Protein	"p(RGD:""Bmp8a"")"
Protein	"p(MGI:""Lyn"")"
Protein	"p(MGI:""Sema4b"")"
Protein	"p(HGNC:""FCGR2A"")"
Protein	"p(RGD:""Olr68"")"
Protein	"p(RGD:""Ppp2r1b"")"
Protein	"p(RGD:""Rasal1"")"
Protein	"p(RGD:""Olr44"")"
Protein	"p(HGNC:""PDE8B"")"
Protein	"p(HGNC:""GLI1"")"
Protein	"p(RGD:""Pparg"",pmod(Ph))"
Protein	"p(RGD:""Olr205"")"
Protein	"p(RGD:""Mgrn1"")"
Protein	"p(HGNC:""ARHGAP10"")"
Protein	"p(HGNC:""SOCS6"")"
Protein	"p(MGI:""Fcer1g"",pmod(Ph))"
Protein	"p(RGD:""Olr155"")"
Protein	"p(MGI:""Sox4"")"
Protein	"p(HGNC:""COX6C"")"
Protein	"p(RGD:""Rassf1"")"
Protein	"p(MGI:""Capn2"")"
Protein	"p(RGD:""Olr1304"")"
Protein	"p(RGD:""F10"")"
Protein	"p(HGNC:""CASP1"",pmod(NO))"
Protein	"p(HGNC:""SPTA1"")"
Protein	"p(RGD:""Cdc25c"")"
Protein	"p(RGD:""Olr1059"")"
Protein	"p(MGI:""Gja1"",pmod(Ph))"
Protein	"p(HGNC:""CA4"")"
Protein	"p(RGD:""Arhgef11"")"
Protein	"p(RGD:""Cks2"")"
Protein	"p(HGNC:""MAPT"",pmod(Ac),pmod(CONSO:""protein aggregates""))"
Protein	"p(HGNC:""MCHR1"")"
Protein	"p(MGI:""Pik3r2"")"
Protein	"p(MGI:""Igfbp3"")"
Protein	"p(RGD:""Pkn2"")"
Protein	"p(HGNC:""SNCA"",pmod(NO))"
Protein	"p(HGNC:""ANGPT4"")"
Protein	"p(MGI:""Penk"")"
Protein	"p(RGD:""Rab10"")"
Protein	"p(RGD:""Ubxn6"")"
Protein	"p(MGI:""Gli3"")"
Protein	"p(RGD:""Smad6"")"
Protein	"p(MGI:""F13a1"")"
Protein	"p(HGNC:""RHOC"")"
Protein	"p(HGNC:""CD247"")"
Protein	"p(MGI:""Ccne2"")"
Protein	"p(MGI:""Cd19"")"
Protein	"p(MGI:""Nr4a1"",pmod(Ph))"
Abundance	"a(CHEBI:""tacrine"")"
Abundance	"a(CHEBI:""ambroxol"")"
Abundance	"a(NIFT:""Alzheimers disease assessment scale"")"
Abundance	"a(CHEBI:""Trolox"")"
Abundance	"a(CHEBI:""(+)-Tetrandrine"")"
Abundance	"a(CHEBI:""EC 3.1.3.16 (phosphoprotein phosphatase) inhibitor"")"
Abundance	"a(CHEBI:""87637"")"
Abundance	"a(MESH:""Free Radicals"")"
Abundance	"a(CHEBI:""90"")"
Abundance	"a(CHEBI:""antigen"")"
Abundance	"a(PUBCHEM:""400769"")"
Abundance	"a(GOCC:""cyclin-dependent protein kinase holoenzyme complex"")"
Abundance	"a(CHEBI:""gefitinib"")"
Abundance	"a(CONSO:""CONSO00100"")"
Abundance	"a(CHEBI:""3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide"")"
Abundance	"a(MESHA:""Microglia"",loc(MESHA:""Brain""))"
Abundance	"a(HBP:""amyloid-beta aggregates"",loc(MESH:""Extracellular Space""))"
Abundance	"a(CHEBI:""Resiniferatoxin"")"
Abundance	"a(CHEBI:""acetylcysteine"")"
Abundance	"a(CHEBI:""prostaglandin D2"")"
Abundance	"a(MESH:""Motor Neurons"")"
Abundance	"a(CHEBI:""calcium(2+)"",loc(MESHA:""Cytosol""))"
Abundance	"a(CHEBI:""cinnamaldehydes"")"
Abundance	"a(CHEBI:""fatty acid"")"
Abundance	"a(MESH:""3-methyladenine"")"
Abundance	"a(GO:""phagophore"")"
Abundance	"a(PUBCHEM:""71361092"")"
Abundance	"a(CONSO:""3-3 dityrosine cross-linking"")"
Abundance	"a(CHEBI:""pyrazole"")"
Abundance	"a(GO:""autophagosome"")"
Abundance	"a(CC:""GI254023X"",loc(MESHA:""Macrophages""))"
Abundance	"a(CHEBI:""folates"")"
Abundance	"a(CHEBI:""dextran"")"
Abundance	"a(CHEBI:""oxidopamine"")"
Abundance	"a(GO:""autolysosome"")"
Abundance	"a(CONSO:""ID-8"")"
Abundance	"a(ADO:""beta-soluble amyloid precursor protein"")"
Abundance	"a(MESH:""Actins"",loc(GO:""synapse""))"
Abundance	"a(GO:""mitochondrion"")"
Abundance	"a(CONSO:""Thiamet G"")"
Abundance	"a(CHEBI:""glycosaminoglycan"")"
Abundance	"a(CONSO:""Phenylthiazolyl-hydrazide"")"
Abundance	"a(PUBCHEM:""57381425"")"
Abundance	"a(CHEBI:""sorafenib"")"
Abundance	"a(CHEBI:""beta-alanine"")"
Abundance	"a(CHEBI:""cyclic ADP-ribose"")"
Abundance	"a(CONSO:""C-30-27"")"
Abundance	"a(CHEBI:""bradykinin"")"
Abundance	"a(PUBCHEM:""1056"")"
Abundance	"a(PUBCHEM:""462382"")"
Abundance	"a(CHEBI:""(1->3)-beta-D-glucan"",loc(MESHA:""Macrophages""))"
Abundance	"a(PUBCHEM:""56650312"")"
Abundance	"a(CHEBI:""acetylsalicylic acid"")"
Abundance	"a(PUBCHEM:""355052571"")"
Abundance	"a(CONSO:""Tau antibody, pS396"")"
Abundance	"a(PUBCHEM:""91844718"")"
Abundance	"a(MESHA:""Microglia"",loc(MGI:""Ccl21a""))"
Abundance	"a(SCOMP:""gamma Secretase Complex"")"
Abundance	"a(PUBCHEM:""24756910"")"
Abundance	"a(CONSO:""RGFP136"")"
Abundance	"a(CHEBI:""thromboxane A2"")"
Abundance	"a(MESH:""Receptors, AMPA"")"
Abundance	"a(PUBCHEM:""4521392"")"
Abundance	"a(CHEBI:""amyloid fibril"")"
Abundance	"a(CHEBI:""N-retinylidene-N-retinylethanolamine"")"
Abundance	"a(CHEBI:""8-hydroxy-2'-deoxyguanosine"")"
Abundance	"a(PUBCHEM:""5311272"")"
Abundance	"a(PUBCHEM:""799645"")"
Abundance	"a(CHEBI:""sphingosine"")"
Abundance	"a(PUBCHEM:""4878"")"
Abundance	"a(CONSO:""huntingtin aggregates"")"
Abundance	"a(CHEBI:""N-palmitoyl-S-[2,3-bis(palmitoyloxy)propyl]-Cys-Ser-Lys-Lys-Lys-Lys"")"
Abundance	"a(CHEBI:""progesterone"")"
Abundance	"a(PUBCHEM:""135566354"")"
Abundance	"a(CHEBI:""L-leucine"")"
Abundance	"a(TAXONOMY:""8616"")"
Abundance	"a(MESH:""Heparan Sulfate Proteoglycans"")"
Abundance	"a(MESH:""Basal Ganglia"")"
Abundance	"a(MESH:""Fetus"")"
Abundance	"a(PUBCHEM:""162859"")"
Abundance	"a(CHEBI:""calcineurin"")"
Abundance	"a(CHEBI:""somatostatin"")"
Abundance	"a(CONSO:""oxazolidinedione"")"
Abundance	"a(GO:""inclusion body"",loc(MESH:""Neurons""))"
Abundance	"a(MESHA:""Erythrocytes"")"
Abundance	"a(CHEBI:""kynurenic acid"")"
Abundance	"a(CHEBI:""myricetin"")"
Abundance	"a(MESHA:""T-Lymphocytes, Regulatory"",loc(MESHA:""Thymus Gland""))"
Abundance	"a(MESH:""Acetylcholine"")"
Abundance	"a(CHEBI:""Nicardipine"")"
Abundance	"a(MESH:""Endosomes"")"
Abundance	"a(CHEBI:""creatine"")"
Abundance	"a(MESHA:""Astrocytes"",loc(MESHA:""Brain""))"
Abundance	"a(CHEBI:""prostaglandin H2"")"
Abundance	"a(CHEBI:""dopamine"")"
Abundance	"a(CHEBI:""polyanionic polymer"")"
Abundance	"a(DRUGBANK:""Robalzotan"")"
Abundance	"a(CHEBI:""adenosine"")"
Abundance	"a(MESH:""Nicotinic Antagonists"")"
Abundance	"a(CHEBI:""indometacin"")"
Abundance	"a(MESH:""Receptors, Scavenger"")"
Abundance	"a(CHEBI:""levochlorpheniramine"")"
Abundance	"a(PUBCHEM:""254741260"")"
Abundance	"a(CHEBI:""taurine"")"
Abundance	"a(MESHC:""Pore Forming Cytotoxic Proteins"")"
Abundance	"a(CHEBI:""4-(trimethylammonium)benzenediazonium"")"
Abundance	"a(CHEBI:""omega-3 fatty acid"")"
Abundance	"a(PUBCHEM:""6918822"")"
Abundance	"a(MESH:""Ivermectin"")"
Abundance	"a(CHEBI:""vorinostat"")"
Abundance	"a(MESH:""4-(3-(4-butylpiperidin-1-yl)propyl)-7-fluoro-4H-benzo(1,4)oxazin-3-one"")"
Abundance	"a(CHEBI:""thyroid hormone"")"
Abundance	"a(PUBCHEM:""90479739"")"
Abundance	"a(CHEBI:""amyloid-beta polypeptide 40"",loc(GO:""secretory vesicle""))"
Abundance	"a(MESH:""VU 0405652"")"
Abundance	"a(NIFT:""Cerebral blood flow"")"
Abundance	"a(PUBCHEM:""17755052"")"
Abundance	"a(CHEBI:""LPS with O-antigen"")"
Abundance	"a(CHEMBLA:""CHEMBL38380"")"
Abundance	"a(MESH:""3-amino-5-chloro-6-methoxy-4-methyl-thieno(2,3-b)pyridine-2-carboxylic acid cyclopropylamide"")"
Abundance	"a(NIFT:""Hippocampal Formation"")"
Abundance	"a(NCIT:""Memory"")"
Abundance	"a(NCIT:""Curcumin"")"
Abundance	"a(CHEBI:"" peptidoglycan"")"
Abundance	"a(MESH:""Fungi"")"
Abundance	"a(CHEMBLA:""CHEMBL510275"")"
Abundance	"a(PUBCHEM:""5311278"")"
Abundance	"a(BRCO:""Gray_matter"")"
Abundance	"a(MESH:""Neuropathology"")"
Abundance	"a(FIXME:""pep2m"")"
Abundance	"a(MESH:""3-(4-dimethylaminobenzylidene)anabaseine"")"
Abundance	"a(MESHC:""2-butenal"")"
Abundance	"a(MESH:""B-Lymphocytes"")"
Abundance	"a(CHEBI:""succinylcholine"")"
Abundance	"a(CHEBI:""trichlorfon"")"
Abundance	"a(CHEBI:""IMP"")"
Abundance	"a(MESH:""Cerebral Cortex"")"
Abundance	"a(FIXME:""acquisition performance"")"
Abundance	"a(MESH:""Quinuclidinyl Benzilate"")"
Abundance	"a(CHEBI:""amphotericin B"")"
Abundance	"a(MESH:""Th17 Cells"")"
Abundance	"a(CHEMBLA:""CHEMBL177611"")"
Abundance	"a(CHEMBLA:""CHEMBL257591"")"
Abundance	"a(CHEBI:""poly(ethylene imine)"")"
Abundance	"a(MESH:""RNA, Long Noncoding"")"
Abundance	"a(CHEBI:""Ile(5)-angiotensin II"")"
Abundance	"a(FIXME:""InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3/t9-/m0/s1"")"
Abundance	"a(CONSO:""VU0029767"")"
Abundance	"a(FIXME:""InChI=1S/C25H30N4O/c1-2-9-24-23(18-26-29(24)22-12-7-4-8-13-22)25(30)27-21-14-16-28(17-15-21)19-20-10-5-3-6-11-20/h3-8,10-13,18,21H,2,9,14-17,19H2,1H3,(H,27,30)"")"
Abundance	"a(HP:""cholinergic neuron"")"
Abundance	"a(CHEBI:""HPV-16"")"
Abundance	"a(FIXME:""InChI=1S/C23H28N6O3S/c24-33(31,32)21-8-6-20(7-9-21)16-29-17-22(26-27-29)23(30)25-14-18-10-12-28(13-11-18)15-19-4-2-1-3-5-19/h1-9,17-18H,10-16H2,(H,25,30)(H2,24,31,32)"")"
Abundance	"a(CHEBI:""pregnenolone sulfate"")"
Abundance	"a(NNS:""ISF Abeta"")"
Abundance	"a(FIXME:""InChI=1S/C24H27N5O3/c30-23(22-15-26-29(27-22)17-20-6-8-21(9-7-20)24(31)32)25-14-18-10-12-28(13-11-18)16-19-4-2-1-3-5-19/h1-9,15,18H,10-14,16-17H2,(H,25,30)(H,31,32)"")"
Abundance	"a(CHEBI:""4-oxo-4-(pyridin-3-yl)butanoic acid"")"
Abundance	"a(CHEBI:""vitamin D"")"
Abundance	"a(PUBCHEM:""637568"")"
Abundance	"a(PUBCHEM:""3398121"")"
Abundance	"a(GO:""synapse"")"
Abundance	"a(DRUGBANK:""Teriflunomide"")"
Abundance	"a(CHEBI:""iron(2+)"")"
Abundance	"a(CHEBI:""nitrogen dioxide"")"
Abundance	"a(MESH:""3-(5,6-dichloropyridin-3-yl)-3,6-diazabicyclo(3.2.0)heptane"")"
Abundance	"a(MESH:""Receptors, Nicotinic"")"
Abundance	"a(CHEBI:""copper(2+)"")"
Abundance	"a(MESH:""alpha6beta2 nicotinic acetylcholine receptor"")"
Abundance	"a(MESH:""Blood Glucose"")"
Abundance	"a(MESH:""CD4-Positive T-Lymphocytes"")"
Abundance	"a(CHEBI:""phosphatidylinositol bisphosphate"")"
Abundance	"a(PUBCHEM:""132228"")"
Abundance	"a(MESH:""Lung"")"
Abundance	"a(CHEBI:""minocycline"")"
Abundance	"a(MESH:""nicotinic receptor alpha3beta2"")"
Abundance	"a(CHEBI:""leflunomide"")"
Abundance	"a(CHEBI:""streptozocin"")"
Abundance	"a(MESH:""Placenta"")"
Abundance	"a(CHEBI:""arginine"")"
Abundance	"a(GO:""cytoskeleton"")"
Abundance	"a(CHEBI:""dorsomorphin"")"
Abundance	"a(CHEBI:""calcium cation"",loc(GO:""intracellular""))"
Abundance	"a(MESH:""Progesterone"")"
Abundance	"a(NCIT:""C120869"")"
Abundance	"a(CHEBI:""nutrient"")"
Abundance	"a(PUBCHEM:""5310971"")"
Abundance	"a(PUBCHEM:""46196517"")"
Abundance	"a(PUBCHEM:""5757"")"
Abundance	"a(CHEBI:""lixisenatide"")"
Abundance	"a(PUBCHEM:""33334"")"
Abundance	"a(CHEBI:""spermidine"")"
Abundance	"a(PMICHEM:""N-AcGIP"")"
Abundance	"a(MESH:""Cytotoxins"")"
Abundance	"a(MESH:""Cyclic AMP"")"
Abundance	"a(PUBCHEM:""439400"")"
Abundance	"a(CHEBI:""sodium(1+)"",loc(GO:""axon""))"
Abundance	"a(CHEBI:""EC 3.1.1.7 (acetylcholinesterase) inhibitor"")"
Abundance	"a(CHEBI:""amyloid-beta"",loc(GO:""extracellular space""))"
Abundance	"a(PUBCHEM:""439423"")"
Abundance	"a(CHEBI:""reactive oxygen species"",loc(GO:""mitochondrion""))"
Abundance	"a(CHEBI:""fluvoxamine"")"
Abundance	"a(CHEBI:""(-)-epigallocatechin 3-gallate"")"
Abundance	"a(PUBCHEM:""65728"")"
Abundance	"a(PUBCHEM:""3272524"")"
Abundance	"a(CHEBI:""chlorpromazine"")"
Abundance	"a(CONSO:""CONSO00038"")"
Abundance	"a(MESH:""Enzymes"")"
Abundance	"a(GO:""Golgi apparatus"")"
Abundance	"a(CHEBI:""amyloid-beta"",loc(GO:""interstitial matrix""))"
Abundance	"a(CHEBI:""clozapine"")"
Abundance	"a(CHEBI:""corticotropin"")"
Abundance	"a(CHEBI:""zinc ion"")"
Abundance	"a(CHEBI:""calcium(2+)"",loc(GO:""presynapse""))"
Abundance	"a(MESH:""Transcription Factor AP-1"")"
Abundance	"a(CHEBI:""(R)-adrenaline"")"
Abundance	"a(PUBCHEM:""9568077"")"
Abundance	"a(CHEBI:""2-arachidonoylglycerol"")"
Abundance	"a(PUBCHEM:""155160"")"
Abundance	"a(CHEBI:""Salidroside"")"
Abundance	"a(GO:""lysosomal membrane"")"
Abundance	"a(CHEBI:""pesticide"")"
Abundance	"a(NCIT:""Apoptosis"")"
Abundance	"a(CHEBI:""rottlerin"")"
Abundance	"a(CHEBI:""Insulin"")"
Abundance	"a(PUBCHEM:""444795"")"
Abundance	"a(CHEBI:""antioxidant"")"
Abundance	"a(PUBCHEM:""55310"")"
Abundance	"a(CHEBI:""amyoid-beta"",loc(GO:""mitochondrion""))"
Abundance	"a(PUBCHEM:""440312"")"
Abundance	"a(CHEBI:""proteasome inhibitor"")"
Abundance	"a(CHEBI:""poly(D,L-lactic acid-co-glycolic acid)"")"
Abundance	"a(CONSO:""CDR - Sum of Boxes"")"
Abundance	"a(CHEBI:""malonyl-CoA"")"
Abundance	"a(CHEBI:""superoxide"")"
Abundance	"a(CHEBI:""anthra[1,9-cd]pyrazol-6(2H)-one"")"
Abundance	"a(CHEBI:""nitrite"")"
Abundance	"a(CHEBI:""8028"")"
Abundance	"a(CHEBI:""manganese(2+)"")"
Abundance	"a(MESHA:""Microglia"",loc(CHEBI:""amyloid-beta""))"
Abundance	"a(CHEBI:""nicorandil"")"
Abundance	"a(CHEBI:""74460"")"
Abundance	"a(KEGG:""gl:G13115"")"
Abundance	"a(MESHA:""Myeloid Cells"")"
Abundance	"a(PUBCHEM:""354398"")"
Abundance	"a(CHEBI:""palmitoyl ethanolamide"")"
Abundance	"a(MESH:""Stem Cells"")"
Abundance	"a(CHEBI:""2-bromohexadecanoic acid"")"
Abundance	"a(CHEBI:""(E)-cinnamaldehyde"")"
Abundance	"a(CHEBI:""kynurenamines"")"
Abundance	"a(MESH:""9-deoxy-delta-9-prostaglandin D2"")"
Abundance	"a(MESH:""Reactive Oxygen Species"")"
Abundance	"a(PUBCHEM:""4162"")"
Abundance	"a(CONSO:""maitotoxin"")"
Abundance	"a(GOCC:""5-lipoxygenase complex"")"
Abundance	"a(MESH:""4-amino-5-(4-methylphenyl)-7-(tert-butyl)pyrazolo(3,4-d)pyrimidine"")"
Abundance	"a(MESHA:""Cytoplasmic Granules"",loc(MESHA:""Neurons""))"
Abundance	"a(CHEBI:""metal cation"")"
Abundance	"a(CHEBI:""sodium chloride"")"
Abundance	"a(CHEBI:""calcitriol"")"
Abundance	"a(PUBCHEM:""64627"")"
Abundance	"a(MESH:""Ubiquitinated Proteins"")"
Abundance	"a(CONSO:""olomoucine"")"
Abundance	"a(GOCC:""calcineurin complex"")"
Abundance	"a(CHEBI:""amyloid-beta"",loc(MESH:""Intracellular Space""))"
Abundance	"a(GOCC:""autophagic vacuole"")"
Abundance	"a(PUBCHEM:""100984821"")"
Abundance	"a(CONSO:""LDN-193665"")"
Abundance	"a(MESH:""Dyneins"")"
Abundance	"a(CHEBI:""phosphagen"")"
Abundance	"a(PUBCHEM:""6419718"")"
Abundance	"a(CHEBI:""17beta-estradiol"")"
Abundance	"a(PUBCHEM:""501026"")"
Abundance	"a(PUBCHEM:""6675804"")"
Abundance	"a(CHEBI:""terbutaline"")"
Abundance	"a(CHEBI:""2-oxoglutaric acid"")"
Abundance	"a(CONSO:""Tau antibody, Tau-13"")"
Abundance	"a(MESHA:""Natural Killer T-Cells"")"
Abundance	"a(GO:""caveola"")"
Abundance	"a(CHEBI:""2-[[7-(3,4-dimethoxyphenyl)-5-imidazo[1,2-c]pyrimidinyl]amino]-3-pyridinecarboxamide"")"
Abundance	"a(CHEBI:""D-glutamate(1-)"")"
Abundance	"a(CHEBI:""piceatannol"")"
Abundance	"a(CHEBI:""L-fucopyranose"")"
Abundance	"a(PUBCHEM:""2746"")"
Abundance	"a(MESH:""Lewy Bodies"")"
Abundance	"a(CHEBI:""pioglitazone"")"
Abundance	"a(CHEBI:""geldanamycin"")"
Abundance	"a(CHEBI:""glyoxal"")"
Abundance	"a(PUBCHEM:""156422"")"
Abundance	"a(MESHA:""Myeloid Cells"",loc(MESHA:""Blood""))"
Abundance	"a(PUBCHEM:""10521421"")"
Abundance	"a(PUBCHEM:""10435235"")"
Abundance	"a(CHEBI:""chetomin"")"
Abundance	"a(CHEBI:""amino acid"")"
Abundance	"a(CHEBI:""O-acetyl-L-serine"")"
Abundance	"a(CHEBI:""hydroxy-fatty acyl-L-carnitine"")"
Abundance	"a(CHEBI:""aluminium sulfate (anhydrous)"",loc(MESHA:""Microglia""))"
Abundance	"a(PUBCHEM:""23624255"")"
Abundance	"a(MESH:""Heparitin Sulfate"")"
Abundance	"a(CHEBI:""bongkrekic acid"")"
Abundance	"a(PUBCHEM:""33032"")"
Abundance	"a(MESHA:""Monocyte-Macrophage Precursor Cells"")"
Abundance	"a(CHEBI:""Anatoxin a"")"
Abundance	"a(MESH:""Corpus Striatum"")"
Abundance	"a(CHEBI:""simazine"")"
Abundance	"a(CHEBI:""L-cysteine"")"
Abundance	"a(MESHA:""Lymphocytes"")"
Abundance	"a(CONSO:""FK1 antibody"")"
Abundance	"a(CHEBI:""Iproniazid"")"
Abundance	"a(CHEBI:""tetrabenazine"")"
Abundance	"a(CHEBI:""muramyl dipeptide"")"
Abundance	"a(MESH:""Mossy Fibers, Hippocampal"")"
Abundance	"a(CHEBI:""muscimol"")"
Abundance	"a(CHEBI:""amyloid-beta"",loc(MESHA:""Extracellular Space""))"
Abundance	"a(MESH:""Skin"")"
Abundance	"a(PUBCHEM:""39484"")"
Abundance	"a(CHEBI:""dimethyl sulfoxide"")"
Abundance	"a(MESHA:""Neurons"",loc(MESHA:""Cerebral Cortex""))"
Abundance	"a(MESH:""Oxygen"")"
Abundance	"a(CHEBI:""isotretinoin"")"
Abundance	"a(CONSO:""APOE e4"")"
Abundance	"a(CHEBI:""diphenhydramine"")"
Abundance	"a(MESHA:""Th1 Cells"")"
Abundance	"a(MESH:""3-methyl-5-(1-methyl-2-pyrrolidinyl)isoxazole"")"
Abundance	"a(CHEBI:""curcumin"")"
Abundance	"a(MESH:""Thrombin"")"
Abundance	"a(CHEBI:""trans-resveratrol"")"
Abundance	"a(CHEBI:""decamethonium"")"
Abundance	"a(CHEBI:""5-aza-2'-deoxycytidine"")"
Abundance	"a(CHEBI:""cobalt dichloride"")"
Abundance	"a(NNS:""apple juice concentrate"")"
Abundance	"a(CONSO:""Alz50"")"
Abundance	"a(CHEBI:""sucrose"")"
Abundance	"a(CHEBI:""(+)-artemisinin"")"
Abundance	"a(FIXME:""5-Amino-3-(4-chlorophenyl)-N-ethyl-4-oxo-3,4-dihydrothieno[3,4-d]pyridazine-1-carboxamide"")"
Abundance	"a(CONSO:""VU10010"")"
Abundance	"a(NNS:""Ser 447 Ter polymorphisms"")"
Abundance	"a(MESH:""Pathogen-Associated Molecular Pattern Molecules"")"
Abundance	"a(MESHF:""Spatial Memory"")"
Abundance	"a(CHEBI:""insulin"")"
Abundance	"a(CHEBI:""ROS"")"
Abundance	"a(CHEBI:""Scopolamine"")"
Abundance	"a(NCIT:""PIK3C3 Gene"")"
Abundance	"a(EFO:""MDA"")"
Abundance	"a(GO:""ESCRT III complex"")"
Abundance	"a(CHEBI:""apigenin"")"
Abundance	"a(CHEBI:""saturated fatty acid"")"
Abundance	"a(CHEBI:""calcium ion"")"
Abundance	"a(PUBCHEM:""10219774"")"
Abundance	"a(CHEBI:""sulindac sulfide"")"
Abundance	"a(PUBCHEM:""318172285"")"
Abundance	"a(MESH:""Antigen-Presenting Cells"")"
Abundance	"a(CHEBI:""anabasine"")"
Abundance	"a(CHEBI:""organophosphorus compound"")"
Abundance	"a(CHEBI:""nicotinic acid"")"
Abundance	"a(MESH:""Herpesvirus 2, Human"")"
Abundance	"a(MESHF:""Visual Perception"")"
Abundance	"a(CHEBI:""myo-inositol"")"
Abundance	"a(CHEBI:""icariin"")"
Abundance	"a(CHEMBLA:""CHEMBL216458"")"
Abundance	"a(PUBCHEM:""1476756"")"
Abundance	"a(CHEBI:""high-density lipoprotein cholesterol"")"
Abundance	"a(MESH:""Synaptic Membranes"")"
Abundance	"a(FIXME:""nicotinic acid receptor activity"")"
Abundance	"a(MESH:""Kidney"")"
Abundance	"a(NIFT:""White matter atrophy"")"
Abundance	"a(CHEBI:""cevimeline"")"
Abundance	"a(OMIT:""0012627"")"
Abundance	"a(PUBCHEM:""254741429"")"
Abundance	"a(FIXME:""InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2/t8-/m0/s1"")"
Abundance	"a(MESH:""Barium"")"
Abundance	"a(MESH:""Immune System"")"
Abundance	"a(FIXME:""InChI=1S/C26H30N4O3/c1-2-6-23-17-24(28-30(23)22-11-9-20(10-12-22)26(32)33)25(31)27-21-13-15-29(16-14-21)18-19-7-4-3-5-8-19/h3-5,7-12,17,21H,2,6,13-16,18H2,1H3,(H,27,31)(H,32,33)"")"
Abundance	"a(CONSO:""S 24795"")"
Abundance	"a(NNS:""tau-associated neurofibrillary pathology"")"
Abundance	"a(PUBCHEM:""5280453"")"
Abundance	"a(FIXME:""InChI=1S/C24H27N5O3/c30-23(22-17-29(27-26-22)16-20-6-8-21(9-7-20)24(31)32)25-14-18-10-12-28(13-11-18)15-19-4-2-1-3-5-19/h1-9,17-18H,10-16H2,(H,25,30)(H,31,32)"")"
Abundance	"a(CHEBI:""Norcotinine"")"
Abundance	"a(MESH:""hydroxycotinine"")"
Abundance	"a(PUBCHEM:""9832404"")"
Abundance	"a(CHEBI:""ethylenediaminetetraacetic acid"")"
Abundance	"a(DRUGBANK:""Facinicline"")"
Abundance	"a(CHEBI:""prostaglandin F2alpha"")"
Abundance	"a(MESH:""Lymphocytes"")"
Abundance	"a(CHEBI:""isoprostane"")"
Abundance	"a(CHEBI:""nomifensine"")"
Abundance	"a(CHEBI:""amyloid-beta polypeptide 42"")"
Abundance	"a(MESH:""Cell Adhesion Molecules"")"
Abundance	"a(CHEBI:""glutathione"")"
Abundance	"a(CHEBI:""all-trans-retinoic acid"")"
Abundance	"a(PUBCHEM:""47206937"")"
Abundance	"a(MESHCS:""Lysosomes"")"
Abundance	"a(CONSO:""GTS-21"")"
Abundance	"a(CONSO:""Tau oligomers"")"
Abundance	"a(CHEBI:""lipid"")"
Abundance	"a(HP:""Focal white matter lesions"")"
Abundance	"a(CHEBI:""glutamate(1-)"")"
Abundance	"a(GO:""membrane"")"
Abundance	"a(MESH:""Dihydro-beta-Erythroidine"")"
Abundance	"a(CHEBI:""fingolimod"")"
Abundance	"a(CHEBI:""glucocorticoid"")"
Abundance	"a(MESH:""Presynaptic Terminals"")"
Abundance	"a(CHEBI:""PPARgamma agonist"")"
Abundance	"a(MESH:""Mecamylamine"")"
Abundance	"a(MESH:""Morula"")"
Abundance	"a(NCIT:""C118474"")"
Abundance	"a(CHEBI:""glucose"")"
Abundance	"a(PUBCHEM:""305"")"
Abundance	"a(CHEBI:""fasudil hydrochloride"")"
Abundance	"a(MESH:""Leukocytes, Mononuclear"",loc(NCIT:""C74601""))"
Abundance	"a(PMIPFAM:""sphingomyelinase"")"
Abundance	"a(PUBCHEM:""311434"")"
Abundance	"a(CHEBI:""adenosine triphosphate"",loc(MESH:""Astrocytes""))"
Abundance	"a(CHEBI:""cortisol"")"
Abundance	"a(MESH:""Choroid Plexus"")"
Abundance	"a(CHEBI:""saxagliptin"")"
